sequence_id	original_indus	english_translation
seq_1869	pa ku na pa	Father Grain Water Father
seq_1870	sa na na sa la	Stand Water Water Stand Small
seq_1871	ku nan ma sa	Grain Nan Mother Stand
seq_1872	ma la da	Mother small do
seq_1873	sa ra na nan ma gh	Stand King Water Nan Mother House
seq_1874	ra ta mu dh si	King Three Mouth Hold Sit
seq_1875	ku mu pa	Grain mouth father
seq_1876	pa ch sa pa ta	Father Cut Stand Father Three
seq_1877	an ta la	At three small
seq_1878	pa ga pa	Father great father
seq_1879	pa la ta	Father small three
seq_1880	g gh ta pa ma	Cow House Three Father Mother
seq_1881	ka dh na sa bh	Person Hold Water Stand Be
seq_1882	na ka ba	Water person good
seq_1883	ja ka ma pa	Come Person Mother Father
seq_1884	ka ku ba	Person grain good
seq_1885	ka na sa	Person water stand
seq_1886	ta re ta ch	Three Flow Three Cut
seq_1887	ta ba mu	Three good mouth
seq_1888	ta na ch na	Three Water Cut Water
seq_1889	ta bh pa	Three be father
seq_1890	la ku ma	Small grain mother
seq_1891	ta mu ku na	Three Mouth Grain Water
seq_1892	pa ka ha dh la	Father Person Land Hold Small
seq_1893	na ma ka ja ch pa	Water Mother Person Come Cut Father
seq_1894	ta dh pa	Three hold father
seq_1895	ku pa dh dh bh	Grain Father Hold Hold Be
seq_1896	sa ga nan	The stand great nan
seq_1897	nan mu na	Nan mouth water
seq_1898	sa la na	The stand small water
seq_1899	pa nan ku	Father nan grain
seq_1900	da pa ku ma pa	Do Father Grain Mother Father
seq_1901	ch la ga	Cut small great
seq_1902	bh la nan ka na	Be Small Nan Person Water
seq_1903	ku ra ra	Grain king king
seq_1904	ka pa ku da dh ta	Person Father Grain Do Hold Three
seq_1905	ma ga ra	Mother great king
seq_1906	sa ma ba la	Stand Mother Good Small
seq_1907	na ma ta	Water mother three
seq_1908	sa ma ta	The stand mother three
seq_1909	la si na na	Small Sit Water Water
seq_1910	ja pa ga	Come father great
seq_1911	sa ka ka ha	Stand Person Person Land
seq_1912	pa ba sa nan pa	Father Good Stand Nan Father
seq_1913	ta na pa	Three water father
seq_1914	ta pa sa la pa	Three Father Stand Small Father
seq_1915	ma nan ra ka mu	Mother Nan King Person Mouth
seq_1916	ta ta ka ma dh	Three Three Person Mother Hold
seq_1917	ta pa nan	Three father nan
seq_1918	ka ta ka sa	Person Three Person Stand
seq_1919	pa na ku	Father water grain
seq_1920	ka nan sa	Person nan stand
seq_1921	ch ba ka ba la	Cut Good Person Good Small
seq_1922	da ja pa	Do come father
seq_1923	dh ma ka ka	Hold Mother Person Person
seq_1924	la ra ta	Small king three
seq_1925	ta ka pa	Three person father
seq_1926	ka ja ra	Person come king
seq_1927	gh nan sa	House nan stand
seq_1928	ja na ra pu	Come Water King Pure
seq_1929	ra ka na na	King Person Water Water
seq_1930	la pa pa ch	Small Father Father Cut
seq_1931	dh ba na ra	Hold Good Water King
seq_1932	ka sa ka gh ta	Person Stand Person House Three
seq_1933	ka ka ra	Person person king
seq_1934	ja la na pa ka ka ra na	Come Small Water Father Person Person King Water
seq_1935	sa la la la la	Stand Small Small Small Small
seq_1936	bh ra pa ra	Be King Father King
seq_1937	na ga pa ra	Water Great Father King
seq_1938	gh sa pa	House stand father
seq_1939	sa na ma	The stand water mother
seq_1940	na ma nan	Water mother nan
seq_1941	ch ku ra	Cut grain king
seq_1942	ta sa pa	Three stand father
seq_1943	ra da ta ra	King Do Three King
seq_1944	gh nan pa	House nan father
seq_1945	pa la pa pr ga	Father Small Father Before Great
seq_1946	ka sa nan	Person stand nan
seq_1947	ch ku la ta sa	Cut Grain Small Three Stand
seq_1948	sa na nan na	Stand Water Nan Water
seq_1949	la ba na pa	Small Good Water Father
seq_1950	la na ta ba	Small Water Three Good
seq_1951	ch nan sa	Cut nan stand
seq_1952	ka na pa ta	Person Water Father Three
seq_1953	ta pa pa sa ma	Three Father Father Stand Mother
seq_1954	ch ka ba ha	Cut Person Good Land
seq_1955	ka na la la	Person Water Small Small
seq_1956	pa ta ka pa	Father Three Person Father
seq_1957	la na pa	Small water father
seq_1958	na na ma pa	Water Water Mother Father
seq_1959	pa ku g	Father grain cow
seq_1960	pa ma ra pu	Father Mother King Pure
seq_1961	pa an ka na ra ga ch	Father At Person Water King Great Cut
seq_1962	sa dh pa	The stand hold father
seq_1963	la ka da	Small person do
seq_1964	ka la nan	Person small nan
seq_1965	pa pa ha	Father father land
seq_1966	na ku pa dh na	Water Grain Father Hold Water
seq_1967	pa la ba	Father small good
seq_1968	dh na sa ka pa	Hold Water Stand Person Father
seq_1969	ba pa ka	Good father person
seq_1970	na ka ka ta	Water Person Person Three
seq_1971	pa sa ta	The father of stand three
seq_1972	na ha pa	Water land father
seq_1973	ku pa pa	Grain father father
seq_1974	ma ra an ra pa	Mother King At King Father
seq_1975	ku ka pa	Grain person father
seq_1976	pa la nan	Father small nan
seq_1977	gh ka sa	House person stand
seq_1978	g nan na pa ka na	Cow Nan Water Father Person Water
seq_1979	ta gh pa	Three house father
seq_1980	ka ra ta ba	Person King Three Good
seq_1981	pa sa pa	The father of stand father
seq_1982	sa sa ra ka ta	Stand Stand King Person Three
seq_1983	gh bh ta ta	House Be Three Three
seq_1984	ma ch ha	Mother cut land
seq_1985	ma ka ch	Mother person cut
seq_1986	ja pa pa nan sa	Come Father Father Nan Stand
seq_1987	sa ra pa gh ja	Stand King Father House Come
seq_1988	ku pa ra na	Grain Father King Water
seq_1989	la sa gh dh ka	Small Stand House Hold Person
seq_1990	nan ka gh ku bh g pa ku	Nan Person House Grain Be Cow Father Grain
seq_1991	ga sa ma ra	Great Stand Mother King
seq_1992	ra nan gh	King nan house
seq_1993	pa nan ka mu	Father Nan Person Mouth
seq_1994	la ta ma	Small three mother
seq_1995	nan pa ra gh ta	Nan Father King House Three
seq_1996	ra pa ra la pa la pa	King Father King Small Father Small Father
seq_1997	ta ha pa ka sa	Three Land Father Person Stand
seq_1998	sa ra ja	The stand king come
seq_1999	ka ta ka	Person three person
seq_2000	ra ch na	King cut water
seq_2001	sa na ra	The stand water king
seq_2002	g bh la ta	Cow Be Small Three
seq_2003	ka na na	Person water water
seq_2004	la na ba na	Small Water Good Water
seq_2005	ha ma ka	Land mother person
seq_2006	ta ba na ba	Three Good Water Good
seq_2007	pa la da	Father small do
seq_2008	la ka sa ma	Small Person Stand Mother
seq_2009	na ra ma sa	Water King Mother Stand
seq_2010	nan ba nan	Nan good nan
seq_2011	ku na ka pa na	Grain Water Person Father Water
seq_2012	pa pa ta nan pa	Father Father Three Nan Father
seq_2013	ra sa ka ma	King Stand Person Mother
seq_2014	ba ra mu pa nan mu	Good King Mouth Father Nan Mouth
seq_2015	ta dh ka ra ka ka ha na	Three Hold Person King Person Person Land Water
seq_2016	la gh ta	Small house three
seq_2017	ma g la	Mother cow small
seq_2018	na ma ba pa ka	Water Mother Good Father Person
seq_2019	g sa ku	Cow stand grain
seq_2020	ra ta ta ra	King Three Three King
seq_2021	ra ba ku	King good grain
seq_2022	ka dh na na la	Person Hold Water Water Small
seq_2023	ch pa la	Cut father small
seq_2024	ka na ta gh	Person Water Three House
seq_2025	na ra na ra	Water King Water King
seq_2026	ka ta ja ku	Person Three Come Grain
seq_2027	ra ka pa	King person father
seq_2028	ta ka ma	Three person mother
seq_2029	ch ch ku	Cut cut grain
seq_2030	ra pa sa	King father stand
seq_2031	bh na bh	Be water be
seq_2032	ka na sa ch	Person Water Stand Cut
seq_2033	na pa pa na pa na pa na	Water Father Father Water Father Water Father Water
seq_2034	ma ra ta	Mother king three
seq_2035	na ka na	Water person water
seq_2036	ka gh ku ch	Person House Grain Cut
seq_2037	pa ra na	Father king water
seq_2038	ku ra pa pa	Grain King Father Father
seq_2039	la ra pa	Small king father
seq_2040	na ta na la dh na	Water Three Water Small Hold Water
seq_2041	dh ba sa	Hold good stand
seq_2042	ka ka la ku	Person Person Small Grain
seq_2043	la mu ta sa ka	Small Mouth Three Stand Person
seq_2044	na la ma g na	Water Small Mother Cow Water
seq_2045	sa ka ba dh	Stand Person Good Hold
seq_2046	la ku ha	Small grain land
seq_2047	ha ta la si	Land Three Small Sit
seq_2048	gh la pa	House small father
seq_2049	an dh la la ta ka	At Hold Small Small Three Person
seq_2050	pa mu nan	Father mouth nan
seq_2051	la ta sa ka	Small Three Stand Person
seq_2052	ta da ga	Three do great
seq_2053	ka ta na	Person three water
seq_2054	la na nan	Small water nan
seq_2055	na sa na	The water of stand water
seq_2056	ku sa ba bh gh	Grain Stand Good Be House
seq_2057	na na sa la	Water Water Stand Small
seq_2058	la na ta	Small water three
seq_2059	nan pr sa	Nan before stand
seq_2060	ta la ba	Three small good
seq_2061	na sh ja	Water shine come
seq_2062	pa bh pa ta la ra ma	Father Be Father Three Small King Mother
seq_2063	si ta ka ba	Sit Three Person Good
seq_2064	pa la ta nan na	Father Small Three Nan Water
seq_2065	ra ba ma	King good mother
seq_2066	pa sa ma la	Father Stand Mother Small
seq_2067	sa ra na	The stand king water
seq_2068	dh ra ka ka pa	Hold King Person Person Father
seq_2069	ch ka na	Cut person water
seq_2070	ra ch ra	King cut king
seq_2071	la pa ka la na	Small Father Person Small Water
seq_2072	gh ma na	House mother water
seq_2073	ga pa sa	Great father stand
seq_2074	nan sh la pa dh	Nan Shine Small Father Hold
seq_2075	sa ka ch	The stand person cut
seq_2076	ka sa na	Person stand water
seq_2077	ta ka nan na	Three Person Nan Water
seq_2078	ku nan la ch	Grain Nan Small Cut
seq_2079	pa pa ka ku	Father Father Person Grain
seq_2080	pa na na	Father water water
seq_2081	pa la ch	Father small cut
seq_2082	ch ku ka	Cut grain person
seq_2083	la pa ka	Small father person
seq_2084	nan ta ra ra sa	Nan Three King King Stand
seq_2085	ma ma la ma ha ma	Mother Mother Small Mother Land Mother
seq_2086	na ku na	Water grain water
seq_2087	sa pa la	The stand father small
seq_2088	un nan bh ma na la la gh	Up Nan Be Mother Water Small Small House
seq_2089	sa la ma	The stand small mother
seq_2090	na dh na	Water hold water
seq_2091	ga sa bh	Great stand be
seq_2092	la ta ka gh	Small Three Person House
seq_2093	ch sa pa sa nan	Cut Stand Father Stand Nan
seq_2094	ta ta mu	Three three mouth
seq_2095	ma ka si	Mother person sit
seq_2096	la ka ba la pa la	Small Person Good Small Father Small
seq_2097	ta bh ku ka	Three Be Grain Person
seq_2098	ku ma pa	Grain mother father
seq_2099	na ra an	Water king at
seq_2100	pa ma ka	Father mother person
seq_2101	sa ra ka	The stand king person
seq_2102	pa ta ga	Father three great
seq_2103	ra pa ra mu sa	King Father King Mouth Stand
seq_2104	na pa la re ma	Water Father Small Flow Mother
seq_2105	na pa pa ka mu	Water Father Father Person Mouth
seq_2106	ta pa la ta ja	Three Father Small Three Come
seq_2107	ja dh ku ka	Come Hold Grain Person
seq_2108	na dh ra na	Water Hold King Water
seq_2109	ha g na	Land cow water
seq_2110	ra ga ba	King great good
seq_2111	dh bh na ku	Hold Be Water Grain
seq_2112	na nan sa ba	Water Nan Stand Good
seq_2113	dh la na ka pa	Hold Small Water Person Father
seq_2114	pr la ku	Before small grain
seq_2115	ta ra dh sa	Three King Hold Stand
seq_2116	ga ta ka ma sa ta	Great Three Person Mother Stand Three
seq_2117	ka ka na sa	Person Person Water Stand
seq_2118	dh pa ku ta bh	Hold Father Grain Three Be
seq_2119	na la sa ma	Water Small Stand Mother
seq_2120	ku pa ba	Grain father good
seq_2121	dh pa na ma mu	Hold Father Water Mother Mouth
seq_2122	ma ka da	Mother person do
seq_2123	ra gh na na pa	King House Water Water Father
seq_2124	ta mu dh sa ta	Three Mouth Hold Stand Three
seq_2125	dh la bh dh ma	Hold Small Be Hold Mother
seq_2126	na ch pa na mu na ta nan	Water Cut Father Water Mouth Water Three Nan
seq_2127	pa sa pa pa pa	Father Stand Father Father Father
seq_2128	ta sa ga	Three stand great
seq_2129	nan ja ra ka	Nan Come King Person
seq_2130	ha pa ja ta	Land Father Come Three
seq_2131	sa na ka	The stand water person
seq_2132	ka ha pa	Person land father
seq_2133	ku nan ba	Grain nan good
seq_2134	dh ka sa ka	Hold Person Stand Person
seq_2135	pa ka dh	Father person hold
seq_2136	ta ra ka ra ka	Three King Person King Person
seq_2137	la ta ga	Small three great
seq_2138	ka ta sa	Person three stand
seq_2139	ma ku na	Mother grain water
seq_2140	pa la pa	Father small father
seq_2141	ma ka ja	Mother person come
seq_2142	la pa la	Small father small
seq_2143	ma sa ka	The mother of stand person
seq_2144	ta ka sa ma	Three Person Stand Mother
seq_2145	gh da la	House do small
seq_2146	ka pu gh	Person pure house
seq_2147	la g ta	Small cow three
seq_2148	ka mu ka ka	Person Mouth Person Person
seq_2149	pa pa ch ma	Father Father Cut Mother
seq_2150	un ta ku ba ta	Up Three Grain Good Three
seq_2151	ra bh la	King be small
seq_2152	na na sa	Water water stand
seq_2153	ra ch ch pa ja gh	King Cut Cut Father Come House
seq_2154	ku ra pa ra na	Grain King Father King Water
seq_2155	ra ma ra	King mother king
seq_2156	ch an ka dh pa	Cut At Person Hold Father
seq_2157	la ka na dh	Small Person Water Hold
seq_2158	ha ta sa	Land three stand
seq_2159	ra ma ra mu	King Mother King Mouth
seq_2160	pa gh ch pa pa pa	Father House Cut Father Father Father
seq_2161	gh ta ba ra na	House Three Good King Water
seq_2162	dh la ba la	Hold Small Good Small
seq_2163	ta ta ch ka	Three Three Cut Person
seq_2164	sa ka pa ta ra bh ma nan	Stand Person Father Three King Be Mother Nan
seq_2165	ma ga la	Mother great small
seq_2166	ma na ja na ba	Mother Water Come Water Good
seq_2167	bh na ma nan	Be Water Mother Nan
seq_2168	na ga ra na ma	Water Great King Water Mother
seq_2169	la ch nan	Small cut nan
seq_2170	nan ma bh ra	Nan Mother Be King
seq_2171	ja pa ma pa	Come Father Mother Father
seq_2172	ra dh ba	King hold good
seq_2173	la ba ja nan pa	Small Good Come Nan Father
seq_2174	la la ma	Small small mother
seq_2175	la ch ka	Small cut person
seq_2176	la ta dh sa	Small Three Hold Stand
seq_2177	ka ta sa la sa	Person Three Stand Small Stand
seq_2178	pa g ta	Father cow three
seq_2179	ku ta ku	Grain three grain
seq_2180	na da ha na ma	Water Do Land Water Mother
seq_2181	pa pa ba si	Father Father Good Sit
seq_2182	la ta ra pa	Small Three King Father
seq_2183	kh pa na	Sky father water
seq_2184	pa pa ka gh ka	Father Father Person House Person
seq_2185	bh ba ma	Be good mother
seq_2186	pa sa la pa nan pa	Father Stand Small Father Nan Father
seq_2187	ba pa ka	Good father person
seq_2188	na na na ku ta ra	Water Water Water Grain Three King
seq_2189	la pa sa	Small father stand
seq_2190	ta ra ta	Three king three
seq_2191	ka pa pa g	Person Father Father Cow
seq_2192	ta ta ch la mu pa	Three Three Cut Small Mouth Father
seq_2193	ch ma pa	Cut mother father
seq_2194	na pa ka	Water father person
seq_2195	ha la la	Land small small
seq_2196	an ta na	At three water
seq_2197	la pa ku ka	Small Father Grain Person
seq_2198	ma na ha	Mother water land
seq_2199	ta nan pa ba ta	Three Nan Father Good Three
seq_2200	pa pa ta	Father father three
seq_2201	dh ma sa	Hold mother stand
seq_2202	g ma ta	Cow mother three
seq_2203	na ta ka mu	Water Three Person Mouth
seq_2204	na ta la pa ch ta	Water Three Small Father Cut Three
seq_2205	na ka bh	Water person be
seq_2206	la ka ra ra	Small Person King King
seq_2207	ta ja bh la	Three Come Be Small
seq_2208	na ma ka	Water mother person
seq_2209	sa la sa	The stand small stand
seq_2210	ta ja ra ta	Three Come King Three
seq_2211	ta ka pa pa	Three Person Father Father
seq_2212	ka bh la ba	Person Be Small Good
seq_2213	ta na ch	Three water cut
seq_2214	dh sa ma bh	Hold Stand Mother Be
seq_2215	pa la nan ba la	Father Small Nan Good Small
seq_2216	mu ma dh la sa	Mouth Mother Hold Small Stand
seq_2217	dh sa pa	Hold stand father
seq_2218	la mu ma sa la dh na ka	Small Mouth Mother Stand Small Hold Water Person
seq_2219	ch pa na pa	Cut Father Water Father
seq_2220	pa ba sa	Father good stand
seq_2221	ta ka pa ha	Three Person Father Land
seq_2222	pa bh la ku ka	Father Be Small Grain Person
seq_2223	ra ka ku ga	King Person Grain Great
seq_2224	dh la ma	Hold small mother
seq_2225	pa un ka ma	Father Up Person Mother
seq_2226	ga pa sa	Great father stand
seq_2227	ch pa pa	Cut father father
seq_2228	pa ch ta	Father cut three
seq_2229	ka dh ka pa	Person Hold Person Father
seq_2230	ku nan sa sa	Grain Nan Stand Stand
seq_2231	ku ta na	Grain three water
seq_2232	ch ra ga pu ka	Cut King Great Pure Person
seq_2233	ka ha ta	Person land three
seq_2234	ch la sa ta	Cut Small Stand Three
seq_2235	ma ku ma	Mother grain mother
seq_2236	dh nan ku na mu sa	Hold Nan Grain Water Mouth Stand
seq_2237	la na ma pa nan pa	Small Water Mother Father Nan Father
seq_2238	sa ma nan	The stand mother nan
seq_2239	ma bh pa	Mother be father
seq_2240	pa ch ha	Father cut land
seq_2241	ta da ra ch	Three Do King Cut
seq_2242	ra la ma la	King Small Mother Small
seq_2243	la gh la	Small house small
seq_2244	ba pa pa	Good father father
seq_2245	na ka pa dh	Water Person Father Hold
seq_2246	la ma g	Small mother cow
seq_2247	ga sa dh nan bh ku	Great Stand Hold Nan Be Grain
seq_2248	ga ha dh ka	Great Land Hold Person
seq_2249	nan ma mu	Nan mother mouth
seq_2250	ku la ma ku	Grain Small Mother Grain
seq_2251	ra ka g	King person cow
seq_2252	ka sa pa ku na	Person Stand Father Grain Water
seq_2253	pa ra sa	Father king stand
seq_2254	ha sa na sa	Land Stand Water Stand
seq_2255	ba ra na	Good king water
seq_2256	ta na ka	Three water person
seq_2257	da mu ta na la ha	Do Mouth Three Water Small Land
seq_2258	pa pa ka na ja gh	Father Father Person Water Come House
seq_2259	pa sa ku ka	Father Stand Grain Person
seq_2260	ka dh na	Person hold water
seq_2261	sa na g	The stand water cow
seq_2262	ka pu bh	Person pure be
seq_2263	pa la re la	Father Small Flow Small
seq_2264	an ku ba ku	At Grain Good Grain
seq_2265	bh ma na pa	Be Mother Water Father
seq_2266	na la ku ma ka	Water Small Grain Mother Person
seq_2267	pa ch la	Father cut small
seq_2268	ku ta ha si	Grain Three Land Sit
seq_2269	bh na la ka	Be Water Small Person
seq_2270	ba pa ra na	Good Father King Water
seq_2271	na da ma na ha	Water Do Mother Water Land
seq_2272	ja bh na mu ka la ba	Come Be Water Mouth Person Small Good
seq_2273	ja ka ra	Come person king
seq_2274	gh ka pa	House person father
seq_2275	ra ra ku ha pa	King King Grain Land Father
seq_2276	ta la ma ch	Three Small Mother Cut
seq_2277	ra pa nan pa na	King Father Nan Father Water
seq_2278	na da ka na sa la	Water Do Person Water Stand Small
seq_2279	dh ma mu	Hold mother mouth
seq_2280	ka ku ba	Person grain good
seq_2281	sa pa na ta	Stand Father Water Three
seq_2282	ba pa bh	Good father be
seq_2283	na pa pa ch	Water Father Father Cut
seq_2284	la ba na sa	Small Good Water Stand
seq_2285	pa gh ma pa	Father House Mother Father
seq_2286	ch mu na ch	Cut Mouth Water Cut
seq_2287	pa nan ku pa ku	Father Nan Grain Father Grain
seq_2288	ra ka ku ga	King Person Grain Great
seq_2289	ta nan ta na la ta ha gh	Three Nan Three Water Small Three Land House
seq_2290	ku pa pa	Grain father father
seq_2291	nan ta sa	Nan three stand
seq_2292	pa pa ku la	Father Father Grain Small
seq_2293	sa ma na pu ku	Stand Mother Water Pure Grain
seq_2294	dh na la na	Hold Water Small Water
seq_2295	ta ta kh la	Three Three Sky Small
seq_2296	na ta ja ku	Water Three Come Grain
seq_2297	sa la dh	The stand small hold
seq_2298	ba ja pr	Good come before
seq_2299	na la nan ku	Water Small Nan Grain
seq_2300	na pa la ra	Water Father Small King
seq_2301	ta ku na	Three grain water
seq_2302	ku nan dh	Grain nan hold
seq_2303	ta pa na mu ta bh	Three Father Water Mouth Three Be
seq_2304	ka la mu ma pa	Person Small Mouth Mother Father
seq_2305	ta ku pa pa pa	Three Grain Father Father Father
seq_2306	sa ka ma	The stand person mother
seq_2307	ch nan pa ka ba	Cut Nan Father Person Good
seq_2308	ka mu ra	Person mouth king
seq_2309	la ka sa	Small person stand
seq_2310	ra ta ja	King three come
seq_2311	ha ga g	Land great cow
seq_2312	sa na ra la pr	Stand Water King Small Before
seq_2313	na nan ha	Water nan land
seq_2314	bh ba na	Be good water
seq_2315	ta ka ta pa	Three Person Three Father
seq_2316	ta ra pa na	Three King Father Water
seq_2317	pr da ta pa ta	Before Do Three Father Three
seq_2318	sa pa ra	The stand father king
seq_2319	mu dh gh la	Mouth Hold House Small
seq_2320	sa ra ha sa	Stand King Land Stand
seq_2321	pa ra ha	Father king land
seq_2322	ma ta na	Mother three water
seq_2323	la nan pa la ma	Small Nan Father Small Mother
seq_2324	nan la sa bh pa na pa ga	Nan Small Stand Be Father Water Father Great
seq_2325	ka pa ka la kh	Person Father Person Small Sky
seq_2326	ra ta bh	King three be
seq_2327	la ka ba ta	Small Person Good Three
seq_2328	ka ma la la dh	Person Mother Small Small Hold
seq_2329	ba la ta na	Good Small Three Water
seq_2330	sa pa ma gh ta	Stand Father Mother House Three
seq_2331	ba sa la	Good stand small
seq_2332	pa sa na	The father of stand water
seq_2333	ka ma da	Person mother do
seq_2334	ku la pa ku	Grain Small Father Grain
seq_2335	pa sa ma ch sh pa nan	Father Stand Mother Cut Shine Father Nan
seq_2336	mu la na ra	Mouth Small Water King
seq_2337	sa an ma la	Stand At Mother Small
seq_2338	ra ch ma ma ra ha ta	King Cut Mother Mother King Land Three
seq_2339	pa na ka	Father water person
seq_2340	an ma mu	At mother mouth
seq_2341	la ra pa	Small king father
seq_2342	la ma ta	Small mother three
seq_2343	pa ch pa	Father cut father
seq_2344	ba ch ba	Good cut good
seq_2345	na ku mu	Water grain mouth
seq_2346	ga g ma	Great cow mother
seq_2347	pa la ku na	Father Small Grain Water
seq_2348	la ha pa ka	Small Land Father Person
seq_2349	ha ch ta ta	Land Cut Three Three
seq_2350	ka mu pa ra	Person Mouth Father King
seq_2351	ka mu ka pa	Person Mouth Person Father
seq_2352	ha ta ka sa pa na	Land Three Person Stand Father Water
seq_2353	dh ka ma	Hold person mother
seq_2354	pa na ka	Father water person
seq_2355	la la pa ma	Small Small Father Mother
seq_2356	ra na pa	King water father
seq_2357	ma la pa ta sa dh	Mother Small Father Three Stand Hold
seq_2358	na ch la	Water cut small
seq_2359	pa ma na pr sa	Father Mother Water Before Stand
seq_2360	ra ma ka ka na	King Mother Person Person Water
seq_2361	ka pa ka	Person father person
seq_2362	ra ha ch	King land cut
seq_2363	la pa gh ku	Small Father House Grain
seq_2364	na ka ch	Water person cut
seq_2365	ra dh ra ma	King Hold King Mother
seq_2366	pa la sa pa ra	Father Small Stand Father King
seq_2367	ra na pa	King water father
seq_2368	la ta sa bh	Small Three Stand Be
seq_2369	ra nan pa g	King Nan Father Cow
seq_2370	la ku na	Small grain water
seq_2371	ka ma nan	Person mother nan
seq_2372	ba ch bh	Good cut be
seq_2373	ma na na	Mother water water
seq_2374	la ga pa ma ta	Small Great Father Mother Three
seq_2375	ra dh ra	King hold king
seq_2376	la ta ba na	Small Three Good Water
seq_2377	dh pa ta	Hold father three
seq_2378	ta la la sa an pa pa ba	Three Small Small Stand At Father Father Good
seq_2379	la pa pa	Small father father
seq_2380	ta nan na pa	Three Nan Water Father
seq_2381	pa pa dh	Father father hold
seq_2382	nan nan dh pa pa	Nan Nan Hold Father Father
seq_2383	pa ka ka	Father person person
seq_2384	ha sa ra pa	Land Stand King Father
seq_2385	dh ma ch	Hold mother cut
seq_2386	la dh ra gh ba	Small Hold King House Good
seq_2387	sa ta nan la	Stand Three Nan Small
seq_2388	na la ku	Water small grain
seq_2389	sh la ra ra	Shine Small King King
seq_2390	la pa ka pr	Small Father Person Before
seq_2391	pa ta sa sa	Father Three Stand Stand
seq_2392	ra pa bh	King father be
seq_2393	nan na ta	Nan water three
seq_2394	sa pa ta	The stand father three
seq_2395	ka gh ma	Person house mother
seq_2396	la ka ma dh	Small Person Mother Hold
seq_2397	la pa pa	Small father father
seq_2398	sa ku la ch ta	Stand Grain Small Cut Three
seq_2399	bh gh pa	Be house father
seq_2400	ka la sa	Person small stand
seq_2401	ch na ta la	Cut Water Three Small
seq_2402	ka sa sa dh na pa	Person Stand Stand Hold Water Father
seq_2403	pa na ka	Father water person
seq_2404	la na ta	Small water three
seq_2405	kh ta pa	Sky three father
seq_2406	ka pa dh ga	Person Father Hold Great
seq_2407	mu ba ra	Mouth good king
seq_2408	nan ra na na	Nan King Water Water
seq_2409	nan pa bh ra la	Nan Father Be King Small
seq_2410	la pa gh ra	Small Father House King
seq_2411	ku nan sa sa ta	Grain Nan Stand Stand Three
seq_2412	na ra na sa ra la	Water King Water Stand King Small
seq_2413	pa ta ha	Father three land
seq_2414	ta bh ma	Three be mother
seq_2415	ra ma g ka ha	King Mother Cow Person Land
seq_2416	sa ka pa pa ma	Stand Person Father Father Mother
seq_2417	nan na pa pa na na	Nan Water Father Father Water Water
seq_2418	ka ku la	Person grain small
seq_2419	na pa ch	Water father cut
seq_2420	na pa gh	Water father house
seq_2421	la ka pa	Small person father
seq_2422	ma na ra na	Mother Water King Water
seq_2423	pa ra pa	Father king father
seq_2424	sa bh ka	The stand be person
seq_2425	dh na ku	Hold water grain
seq_2426	ba sa la	Good stand small
seq_2427	ja mu gh	Come mouth house
seq_2428	bh na pa	Be water father
seq_2429	la da pa bh	Small Do Father Be
seq_2430	ra ga la	King great small
seq_2431	ga la la	Great small small
seq_2432	dh na sa	Hold water stand
seq_2433	na ch bh la	Water Cut Be Small
seq_2434	an ku pa la ta	At Grain Father Small Three
seq_2435	ra bh pa ba	King Be Father Good
seq_2436	nan ka ku ma	Nan Person Grain Mother
seq_2437	pa nan na	Father nan water
seq_2438	ja nan la	Come nan small
seq_2439	pa ka na ha	Father Person Water Land
seq_2440	ra na la	King water small
seq_2441	ga ta ta la	Great Three Three Small
seq_2442	si ha pa	Sit land father
seq_2443	ga ku pa bh ta ra ja	Great Grain Father Be Three King Come
seq_2444	la ra nan ra ch na pa	Small King Nan King Cut Water Father
seq_2445	dh ka pa la	Hold Person Father Small
seq_2446	la pa ba	Small father good
seq_2447	ga na ma	Great water mother
seq_2448	ta sa pa sa la	Three Stand Father Stand Small
seq_2449	sa dh nan nan	Stand Hold Nan Nan
seq_2450	gh bh na pa	House Be Water Father
seq_2451	la na la	Small water small
seq_2452	ta pr ka	Three before person
seq_2453	sa ma na g ka ta ta	Stand Mother Water Cow Person Three Three
seq_2454	la ba bh	Small good be
seq_2455	la ku ta pa	Small Grain Three Father
seq_2456	ba na ba ra	Good Water Good King
seq_2457	ch la pa	Cut small father
seq_2458	pa ra bh	Father king be
seq_2459	sa si pa sa sa	Stand Sit Father Stand Stand
seq_2460	ta na ga	Three water great
seq_2461	sa ch un la ku	Stand Cut Up Small Grain
seq_2462	pa nan ma pa na	Father Nan Mother Father Water
seq_2463	bh bh la	Be be small
seq_2464	ha ba la na	Land Good Small Water
seq_2465	ja ta ka	Come three person
seq_2466	nan sa ku ta ba	Nan Stand Grain Three Good
seq_2467	ku ba ma ta	Grain Good Mother Three
seq_2468	ga sa ga	Great stand great
seq_2469	la sa na	Small stand water
seq_2470	ta ga pa na pa pa	Three Great Father Water Father Father
seq_2471	ra sa mu ra pa	King Stand Mouth King Father
seq_2472	jha na na	Place water water
seq_2473	nna na cha	Sacred Word water sacred
seq_2474	ttha na ka	Three water person
seq_2475	jha cha na	Place sacred water
seq_2476	cha g na	The sacred cow water
seq_2477	jha pa tha	Place father three
seq_2478	jha tha tta nan va	Place Three Three Nan Wind
seq_2479	dha ga tta ka nan va	Grain Great Three Person Nan Wind
seq_2480	jha sa ha na	Place Stand Land Water
seq_2481	na na cha	Water water sacred
